locus_tag	gene	type	rv_equivalent	start	end	strand	source	note
ErdFL_2354	ErdFL_2354	CDS	Rv2258c	2532595	2533657	-	ratt	Simliar to Rv2258c of M. tuberculosis H37Rv
ErdFL_2355	mscR	gene	Rv2259	2533845	2534931	+	ratt	Simliar to Rv2259 of M. tuberculosis H37Rv
ErdFL_2355	mscR	CDS	Rv2259	2533845	2534931	+	ratt	Simliar to Rv2259 of M. tuberculosis H37Rv
ErdFL_2356	ErdFL_2356	gene	Rv2260	2534930	2535566	+	ratt	Simliar to Rv2260 of M. tuberculosis H37Rv
ErdFL_2356	ErdFL_2356	CDS	Rv2260	2534930	2535566	+	ratt	Simliar to Rv2260 of M. tuberculosis H37Rv
ErdFL_2357	lnt	gene		2535642	2537163	-	bakta	De novo annotation with bakta
ErdFL_2357	lnt	CDS		2535642	2537163	-	bakta	De novo annotation with bakta
ErdFL_2358	ErdFL_2358	gene	Rv2263	2537239	2538193	+	ratt	Simliar to Rv2263 of M. tuberculosis H37Rv
ErdFL_2358	ErdFL_2358	CDS	Rv2263	2537239	2538193	+	ratt	Simliar to Rv2263 of M. tuberculosis H37Rv
ErdFL_2359	ErdFL_2359	gene	Rv2264c	2538170	2539949	-	ratt	Simliar to Rv2264c of M. tuberculosis H37Rv
ErdFL_2359	ErdFL_2359	CDS	Rv2264c	2538170	2539949	-	ratt	Simliar to Rv2264c of M. tuberculosis H37Rv
ErdFL_2360	ErdFL_2360	gene	Rv2265	2540298	2541528	+	ratt	Simliar to Rv2265 of M. tuberculosis H37Rv
ErdFL_2360	ErdFL_2360	CDS	Rv2265	2540298	2541528	+	ratt	Simliar to Rv2265 of M. tuberculosis H37Rv
ErdFL_2361	cyp124	gene	Rv2266	2541702	2542989	+	ratt	Simliar to Rv2266 of M. tuberculosis H37Rv
ErdFL_2361	cyp124	CDS	Rv2266	2541702	2542989	+	ratt	Simliar to Rv2266 of M. tuberculosis H37Rv
ErdFL_2362	ErdFL_2362	gene	Rv2267c	2543242	2544409	-	ratt	Simliar to Rv2267c of M. tuberculosis H37Rv
ErdFL_2362	ErdFL_2362	CDS	Rv2267c	2543242	2544409	-	ratt	Simliar to Rv2267c of M. tuberculosis H37Rv
ErdFL_2363	cyp128	gene	Rv2268c	2544497	2545874	-	ratt	Simliar to Rv2268c of M. tuberculosis H37Rv
ErdFL_2363	cyp128	CDS	Rv2268c	2544497	2545874	-	ratt	Simliar to Rv2268c of M. tuberculosis H37Rv
ErdFL_2364	ErdFL_2364	gene	Rv2269c	2545886	2546219	-	ratt	Simliar to Rv2269c of M. tuberculosis H37Rv
ErdFL_2364	ErdFL_2364	CDS	Rv2269c	2545886	2546219	-	ratt	Simliar to Rv2269c of M. tuberculosis H37Rv
ErdFL_2365	lppN	gene	Rv2270	2546295	2546847	+	ratt	Simliar to Rv2270 of M. tuberculosis H37Rv
ErdFL_2365	lppN	CDS	Rv2270	2546295	2546847	+	ratt	Simliar to Rv2270 of M. tuberculosis H37Rv
ErdFL_2366	ErdFL_2366	gene		2546867	2548058	+	bakta	De novo annotation with bakta
ErdFL_2366	ErdFL_2366	CDS		2546867	2548058	+	bakta	De novo annotation with bakta
ErdFL_2367	pitB	gene	Rv2281	2548292	2549951	+	ratt	Simliar to Rv2281 of M. tuberculosis H37Rv
ErdFL_2367	pitB	CDS	Rv2281	2548292	2549951	+	ratt	Simliar to Rv2281 of M. tuberculosis H37Rv
ErdFL_2368	ErdFL_2368	gene	Rv2282c	2550057	2550996	-	ratt	Simliar to Rv2282c of M. tuberculosis H37Rv
ErdFL_2368	ErdFL_2368	CDS	Rv2282c	2550057	2550996	-	ratt	Simliar to Rv2282c of M. tuberculosis H37Rv
ErdFL_2369	ErdFL_2369	gene	Rv2283	2551060	2551255	+	ratt	Simliar to Rv2283 of M. tuberculosis H37Rv
ErdFL_2369	ErdFL_2369	CDS	Rv2283	2551060	2551255	+	ratt	Simliar to Rv2283 of M. tuberculosis H37Rv
ErdFL_2370	lipM	gene	Rv2284	2551264	2552560	+	ratt	Simliar to Rv2284 of M. tuberculosis H37Rv
ErdFL_2370	lipM	CDS	Rv2284	2551264	2552560	+	ratt	Simliar to Rv2284 of M. tuberculosis H37Rv
ErdFL_2371	ErdFL_2371	gene	Rv2285	2552592	2553930	+	ratt	Simliar to Rv2285 of M. tuberculosis H37Rv
ErdFL_2371	ErdFL_2371	CDS	Rv2285	2552592	2553930	+	ratt	Simliar to Rv2285 of M. tuberculosis H37Rv
ErdFL_2372	ErdFL_2372	gene	Rv2286c	2553996	2554689	-	ratt	Simliar to Rv2286c of M. tuberculosis H37Rv
ErdFL_2372	ErdFL_2372	CDS	Rv2286c	2553996	2554689	-	ratt	Simliar to Rv2286c of M. tuberculosis H37Rv
ErdFL_2373	yjcE	gene	Rv2287	2554822	2556451	+	ratt	Simliar to Rv2287 of M. tuberculosis H37Rv
ErdFL_2373	yjcE	CDS	Rv2287	2554822	2556451	+	ratt	Simliar to Rv2287 of M. tuberculosis H37Rv
ErdFL_2374	ErdFL_2374	gene	Rv2288	2556447	2556825	+	ratt	Simliar to Rv2288 of M. tuberculosis H37Rv
ErdFL_2374	ErdFL_2374	CDS	Rv2288	2556447	2556825	+	ratt	Simliar to Rv2288 of M. tuberculosis H37Rv
ErdFL_2375	cdh	gene	Rv2289	2556794	2557577	+	ratt	Simliar to Rv2289 of M. tuberculosis H37Rv
ErdFL_2375	cdh	CDS	Rv2289	2556794	2557577	+	ratt	Simliar to Rv2289 of M. tuberculosis H37Rv
ErdFL_2376	lppO	gene	Rv2290	2557718	2558234	+	ratt	Simliar to Rv2290 of M. tuberculosis H37Rv
ErdFL_2376	lppO	CDS	Rv2290	2557718	2558234	+	ratt	Simliar to Rv2290 of M. tuberculosis H37Rv
ErdFL_2377	sseB	gene	Rv2291	2558293	2559148	+	ratt	Simliar to Rv2291 of M. tuberculosis H37Rv
ErdFL_2377	sseB	CDS	Rv2291	2558293	2559148	+	ratt	Simliar to Rv2291 of M. tuberculosis H37Rv
ErdFL_2378	ErdFL_2378	gene	Rv2292c	2559148	2559373	-	ratt	Simliar to Rv2292c of M. tuberculosis H37Rv
ErdFL_2378	ErdFL_2378	CDS	Rv2292c	2559148	2559373	-	ratt	Simliar to Rv2292c of M. tuberculosis H37Rv
ErdFL_2379	ErdFL_2379	gene	Rv2293c	2559411	2560152	-	ratt	Simliar to Rv2293c of M. tuberculosis H37Rv
ErdFL_2379	ErdFL_2379	CDS	Rv2293c	2559411	2560152	-	ratt	Simliar to Rv2293c of M. tuberculosis H37Rv
ErdFL_2380	ErdFL_2380	gene	Rv2294	2560446	2561670	+	ratt	Simliar to Rv2294 of M. tuberculosis H37Rv
ErdFL_2380	ErdFL_2380	CDS	Rv2294	2560446	2561670	+	ratt	Simliar to Rv2294 of M. tuberculosis H37Rv
ErdFL_2381	ErdFL_2381	gene	Rv2295	2561891	2562530	+	ratt	Simliar to Rv2295 of M. tuberculosis H37Rv
ErdFL_2381	ErdFL_2381	CDS	Rv2295	2561891	2562530	+	ratt	Simliar to Rv2295 of M. tuberculosis H37Rv
ErdFL_2382	ErdFL_2382	gene	Rv2296	2562623	2563526	+	ratt	Simliar to Rv2296 of M. tuberculosis H37Rv
ErdFL_2382	ErdFL_2382	CDS	Rv2296	2562623	2563526	+	ratt	Simliar to Rv2296 of M. tuberculosis H37Rv
ErdFL_2383	ErdFL_2383	gene	Rv2297	2563557	2564010	+	ratt	Simliar to Rv2297 of M. tuberculosis H37Rv
ErdFL_2383	ErdFL_2383	CDS	Rv2297	2563557	2564010	+	ratt	Simliar to Rv2297 of M. tuberculosis H37Rv
ErdFL_2384	ErdFL_2384	gene	Rv2298	2564201	2565173	+	ratt	Simliar to Rv2298 of M. tuberculosis H37Rv
ErdFL_2384	ErdFL_2384	CDS	Rv2298	2564201	2565173	+	ratt	Simliar to Rv2298 of M. tuberculosis H37Rv
ErdFL_2385	htpG	gene	Rv2299c	2565178	2567122	-	ratt	Simliar to Rv2299c of M. tuberculosis H37Rv
ErdFL_2385	htpG	CDS	Rv2299c	2565178	2567122	-	ratt	Simliar to Rv2299c of M. tuberculosis H37Rv
ErdFL_2386	ErdFL_2386	gene	Rv2300c	2567195	2568128	-	ratt	Simliar to Rv2300c of M. tuberculosis H37Rv
ErdFL_2386	ErdFL_2386	CDS	Rv2300c	2567195	2568128	-	ratt	Simliar to Rv2300c of M. tuberculosis H37Rv
ErdFL_2387	cut2	gene	Rv2301	2568134	2568827	+	ratt	Simliar to Rv2301 of M. tuberculosis H37Rv
ErdFL_2387	cut2	CDS	Rv2301	2568134	2568827	+	ratt	Simliar to Rv2301 of M. tuberculosis H37Rv
ErdFL_2388	ErdFL_2388	gene	Rv2302	2568932	2569175	+	ratt	Simliar to Rv2302 of M. tuberculosis H37Rv
ErdFL_2388	ErdFL_2388	CDS	Rv2302	2568932	2569175	+	ratt	Simliar to Rv2302 of M. tuberculosis H37Rv
ErdFL_2389	ErdFL_2389	gene	Rv2303c	2569215	2570139	-	ratt	Simliar to Rv2303c of M. tuberculosis H37Rv
ErdFL_2389	ErdFL_2389	CDS	Rv2303c	2569215	2570139	-	ratt	Simliar to Rv2303c of M. tuberculosis H37Rv
ErdFL_2390	ErdFL_2390	gene	Rv2304c	2570135	2570345	-	ratt	Simliar to Rv2304c of M. tuberculosis H37Rv
ErdFL_2390	ErdFL_2390	CDS	Rv2304c	2570135	2570345	-	ratt	Simliar to Rv2304c of M. tuberculosis H37Rv
ErdFL_2391	ErdFL_2391	gene	Rv2305	2570928	2572218	+	ratt	Simliar to Rv2305 of M. tuberculosis H37Rv
ErdFL_2391	ErdFL_2391	CDS	Rv2305	2570928	2572218	+	ratt	Simliar to Rv2305 of M. tuberculosis H37Rv
ErdFL_2392	ErdFL_2392	gene		2572313	2572577	-	bakta	De novo annotation with bakta
ErdFL_2392	ErdFL_2392	CDS		2572313	2572577	-	bakta	De novo annotation with bakta
ErdFL_2393	ErdFL_2393	gene	Rv2307c	2572970	2573816	-	ratt	Simliar to Rv2307c of M. tuberculosis H37Rv
ErdFL_2393	ErdFL_2393	CDS	Rv2307c	2572970	2573816	-	ratt	Simliar to Rv2307c of M. tuberculosis H37Rv
ErdFL_2394	ErdFL_2394	gene	Rv2307A	2574347	2574539	-	ratt	Simliar to Rv2307A of M. tuberculosis H37Rv
ErdFL_2394	ErdFL_2394	CDS	Rv2307A	2574347	2574539	-	ratt	Simliar to Rv2307A of M. tuberculosis H37Rv
ErdFL_2395	ErdFL_2395	gene	Rv2307B	2574623	2575055	-	ratt	Simliar to Rv2307B of M. tuberculosis H37Rv
ErdFL_2395	ErdFL_2395	CDS	Rv2307B	2574623	2575055	-	ratt	Simliar to Rv2307B of M. tuberculosis H37Rv
ErdFL_2396	ErdFL_2396	gene	Rv2307D	2575147	2575330	-	ratt	Simliar to Rv2307D of M. tuberculosis H37Rv
ErdFL_2396	ErdFL_2396	CDS	Rv2307D	2575147	2575330	-	ratt	Simliar to Rv2307D of M. tuberculosis H37Rv
ErdFL_2397	ErdFL_2397	gene	Rv2308	2575538	2576255	+	ratt	Simliar to Rv2308 of M. tuberculosis H37Rv
ErdFL_2397	ErdFL_2397	CDS	Rv2308	2575538	2576255	+	ratt	Simliar to Rv2308 of M. tuberculosis H37Rv
ErdFL_2398	ErdFL_2398	gene	Rv2308a	2576264	2576597	+	ratt	Simliar to Rv2308a of M. tuberculosis H37Rv
ErdFL_2398	ErdFL_2398	CDS	Rv2308a	2576264	2576597	+	ratt	Simliar to Rv2308a of M. tuberculosis H37Rv
ErdFL_2399	ErdFL_2399	gene		2576664	2576757	+	bakta	De novo annotation with bakta
ErdFL_2399	ErdFL_2399	CDS		2576664	2576757	+	bakta	De novo annotation with bakta
ErdFL_2400	metV	gene	Rvnt24	2576883	2576957	-	ratt	Simliar to Rvnt24 of M. tuberculosis H37Rv
ErdFL_2400	metV	tRNA	Rvnt24	2576883	2576957	-	ratt	Simliar to Rvnt24 of M. tuberculosis H37Rv
ErdFL_2401	ErdFL_2401	gene		2576962	2577418	-	bakta	De novo annotation with bakta
ErdFL_2401	ErdFL_2401	CDS		2576962	2577418	-	bakta	De novo annotation with bakta
ErdFL_2402	ErdFL_2402	gene		2577596	2577764	-	bakta	De novo annotation with bakta
ErdFL_2402	ErdFL_2402	CDS		2577596	2577764	-	bakta	De novo annotation with bakta
ErdFL_2403	ErdFL_2403	gene	Rv2309A	2578164	2578452	+	ratt	Simliar to Rv2309A of M. tuberculosis H37Rv
ErdFL_2403	ErdFL_2403	CDS	Rv2309A	2578164	2578452	+	ratt	Simliar to Rv2309A of M. tuberculosis H37Rv
ErdFL_2404	ErdFL_2404	gene	Rv2310	2578554	2578899	+	ratt	Simliar to Rv2310 of M. tuberculosis H37Rv
ErdFL_2404	ErdFL_2404	CDS	Rv2310	2578554	2578899	+	ratt	Simliar to Rv2310 of M. tuberculosis H37Rv
ErdFL_2405	ErdFL_2405	gene	Rv2311	2579003	2579528	+	ratt	Simliar to Rv2311 of M. tuberculosis H37Rv
ErdFL_2405	ErdFL_2405	CDS	Rv2311	2579003	2579528	+	ratt	Simliar to Rv2311 of M. tuberculosis H37Rv
ErdFL_2406	ErdFL_2406	gene	Rv2312	2579605	2579875	+	ratt	Simliar to Rv2312 of M. tuberculosis H37Rv
ErdFL_2406	ErdFL_2406	CDS	Rv2312	2579605	2579875	+	ratt	Simliar to Rv2312 of M. tuberculosis H37Rv
ErdFL_2407	ErdFL_2407	gene	Rv2313c	2580171	2581026	-	ratt	Simliar to Rv2313c of M. tuberculosis H37Rv
ErdFL_2407	ErdFL_2407	CDS	Rv2313c	2580171	2581026	-	ratt	Simliar to Rv2313c of M. tuberculosis H37Rv
ErdFL_2408	ErdFL_2408	gene	Rv2314c	2581036	2582410	-	ratt	Simliar to Rv2314c of M. tuberculosis H37Rv
ErdFL_2408	ErdFL_2408	CDS	Rv2314c	2581036	2582410	-	ratt	Simliar to Rv2314c of M. tuberculosis H37Rv
ErdFL_2409	ErdFL_2409	gene	Rv2315c	2582406	2583924	-	ratt	Simliar to Rv2315c of M. tuberculosis H37Rv
ErdFL_2409	ErdFL_2409	CDS	Rv2315c	2582406	2583924	-	ratt	Simliar to Rv2315c of M. tuberculosis H37Rv
ErdFL_2410	uspA	gene	Rv2316	2583957	2584830	+	ratt	Simliar to Rv2316 of M. tuberculosis H37Rv
ErdFL_2410	uspA	CDS	Rv2316	2583957	2584830	+	ratt	Simliar to Rv2316 of M. tuberculosis H37Rv
ErdFL_2411	uspB	gene	Rv2317	2584816	2585641	+	ratt	Simliar to Rv2317 of M. tuberculosis H37Rv
ErdFL_2411	uspB	CDS	Rv2317	2584816	2585641	+	ratt	Simliar to Rv2317 of M. tuberculosis H37Rv
ErdFL_2412	uspC	gene	Rv2318	2585637	2586960	+	ratt	Simliar to Rv2318 of M. tuberculosis H37Rv
ErdFL_2412	uspC	CDS	Rv2318	2585637	2586960	+	ratt	Simliar to Rv2318 of M. tuberculosis H37Rv
ErdFL_2413	ErdFL_2413	gene	Rv2319c	2586967	2587846	-	ratt	Simliar to Rv2319c of M. tuberculosis H37Rv
ErdFL_2413	ErdFL_2413	CDS	Rv2319c	2586967	2587846	-	ratt	Simliar to Rv2319c of M. tuberculosis H37Rv
ErdFL_2414	rocE	gene	Rv2320c	2587842	2589273	-	ratt	Simliar to Rv2320c of M. tuberculosis H37Rv
ErdFL_2414	rocE	CDS	Rv2320c	2587842	2589273	-	ratt	Simliar to Rv2320c of M. tuberculosis H37Rv
ErdFL_2415	ErdFL_2415	gene		2589273	2589819	-	bakta	De novo annotation with bakta
ErdFL_2415	ErdFL_2415	CDS		2589273	2589819	-	bakta	De novo annotation with bakta
ErdFL_2416	ErdFL_2416	gene	Rv2323c	2590480	2591389	-	ratt	Simliar to Rv2323c of M. tuberculosis H37Rv
ErdFL_2416	ErdFL_2416	CDS	Rv2323c	2590480	2591389	-	ratt	Simliar to Rv2323c of M. tuberculosis H37Rv
ErdFL_2417	ErdFL_2417	gene	Rv2324	2591453	2591900	+	ratt	Simliar to Rv2324 of M. tuberculosis H37Rv
ErdFL_2417	ErdFL_2417	CDS	Rv2324	2591453	2591900	+	ratt	Simliar to Rv2324 of M. tuberculosis H37Rv
ErdFL_2418	ErdFL_2418	gene	Rv2325c	2592128	2592977	-	ratt	Simliar to Rv2325c of M. tuberculosis H37Rv
ErdFL_2418	ErdFL_2418	CDS	Rv2325c	2592128	2592977	-	ratt	Simliar to Rv2325c of M. tuberculosis H37Rv
ErdFL_2419	ErdFL_2419	gene	Rv2326c	2592973	2595067	-	ratt	Simliar to Rv2326c of M. tuberculosis H37Rv
ErdFL_2419	ErdFL_2419	CDS	Rv2326c	2592973	2595067	-	ratt	Simliar to Rv2326c of M. tuberculosis H37Rv
ErdFL_2420	ErdFL_2420	gene	Rv2327	2595107	2595599	+	ratt	Simliar to Rv2327 of M. tuberculosis H37Rv
ErdFL_2420	ErdFL_2420	CDS	Rv2327	2595107	2595599	+	ratt	Simliar to Rv2327 of M. tuberculosis H37Rv
ErdFL_2421	PE23	gene	Rv2328	2595850	2596999	+	ratt	Simliar to Rv2328 of M. tuberculosis H37Rv
ErdFL_2421	PE23	CDS	Rv2328	2595850	2596999	+	ratt	Simliar to Rv2328 of M. tuberculosis H37Rv
ErdFL_2422	narK1	gene	Rv2329c	2597033	2598581	-	ratt	Simliar to Rv2329c of M. tuberculosis H37Rv
ErdFL_2422	narK1	CDS	Rv2329c	2597033	2598581	-	ratt	Simliar to Rv2329c of M. tuberculosis H37Rv
ErdFL_2423	lppP	gene	Rv2330c	2598814	2599342	-	ratt	Simliar to Rv2330c of M. tuberculosis H37Rv
ErdFL_2423	lppP	CDS	Rv2330c	2598814	2599342	-	ratt	Simliar to Rv2330c of M. tuberculosis H37Rv
ErdFL_2424	ErdFL_2424	gene	Rv2331	2599416	2599803	+	ratt	Simliar to Rv2331 of M. tuberculosis H37Rv
ErdFL_2424	ErdFL_2424	CDS	Rv2331	2599416	2599803	+	ratt	Simliar to Rv2331 of M. tuberculosis H37Rv
ErdFL_2425	ErdFL_2425	gene	Rv2331A	2599859	2600198	+	ratt	Simliar to Rv2331A of M. tuberculosis H37Rv
ErdFL_2425	ErdFL_2425	CDS	Rv2331A	2599859	2600198	+	ratt	Simliar to Rv2331A of M. tuberculosis H37Rv
ErdFL_2426	mez	gene	Rv2332	2600227	2601874	+	ratt	Simliar to Rv2332 of M. tuberculosis H37Rv
ErdFL_2426	mez	CDS	Rv2332	2600227	2601874	+	ratt	Simliar to Rv2332 of M. tuberculosis H37Rv
ErdFL_2427	stp	gene	Rv2333c	2601827	2603441	-	ratt	Simliar to Rv2333c of M. tuberculosis H37Rv
ErdFL_2427	stp	CDS	Rv2333c	2601827	2603441	-	ratt	Simliar to Rv2333c of M. tuberculosis H37Rv
ErdFL_2428	cysK1	gene	Rv2334	2603915	2604848	+	ratt	Simliar to Rv2334 of M. tuberculosis H37Rv
ErdFL_2428	cysK1	CDS	Rv2334	2603915	2604848	+	ratt	Simliar to Rv2334 of M. tuberculosis H37Rv
ErdFL_2429	cysE	gene	Rv2335	2604851	2605541	+	ratt	Simliar to Rv2335 of M. tuberculosis H37Rv
ErdFL_2429	cysE	CDS	Rv2335	2604851	2605541	+	ratt	Simliar to Rv2335 of M. tuberculosis H37Rv
ErdFL_2430	ErdFL_2430	gene	Rv2336	2607392	2608283	+	ratt	Simliar to Rv2336 of M. tuberculosis H37Rv
ErdFL_2430	ErdFL_2430	CDS	Rv2336	2607392	2608283	+	ratt	Simliar to Rv2336 of M. tuberculosis H37Rv
ErdFL_2431	ErdFL_2431	gene	Rv2337c	2608346	2609465	-	ratt	Simliar to Rv2337c of M. tuberculosis H37Rv
ErdFL_2431	ErdFL_2431	CDS	Rv2337c	2608346	2609465	-	ratt	Simliar to Rv2337c of M. tuberculosis H37Rv
ErdFL_2432	moeW	gene	Rv2338c	2609584	2610541	-	ratt	Simliar to Rv2338c of M. tuberculosis H37Rv
ErdFL_2432	moeW	CDS	Rv2338c	2609584	2610541	-	ratt	Simliar to Rv2338c of M. tuberculosis H37Rv
ErdFL_2433	mmpL9	gene	Rv2339	2611170	2614056	+	ratt	Simliar to Rv2339 of M. tuberculosis H37Rv
ErdFL_2433	mmpL9	CDS	Rv2339	2611170	2614056	+	ratt	Simliar to Rv2339 of M. tuberculosis H37Rv
ErdFL_2434	PE_PGRS39	gene	Rv2340c	2614141	2615383	-	ratt	Simliar to Rv2340c of M. tuberculosis H37Rv
ErdFL_2434	PE_PGRS39	CDS	Rv2340c	2614141	2615383	-	ratt	Simliar to Rv2340c of M. tuberculosis H37Rv
ErdFL_2435	asnT	gene	Rvnt25	2615881	2615954	-	ratt	Simliar to Rvnt25 of M. tuberculosis H37Rv
ErdFL_2435	asnT	tRNA	Rvnt25	2615881	2615954	-	ratt	Simliar to Rvnt25 of M. tuberculosis H37Rv
ErdFL_2436	lppQ	gene	Rv2341	2616071	2616491	+	ratt	Simliar to Rv2341 of M. tuberculosis H37Rv
ErdFL_2436	lppQ	CDS	Rv2341	2616071	2616491	+	ratt	Simliar to Rv2341 of M. tuberculosis H37Rv
ErdFL_2437	ErdFL_2437	gene	Rv2342	2616746	2617004	+	ratt	Simliar to Rv2342 of M. tuberculosis H37Rv
ErdFL_2437	ErdFL_2437	CDS	Rv2342	2616746	2617004	+	ratt	Simliar to Rv2342 of M. tuberculosis H37Rv
ErdFL_2438	dnaG	gene	Rv2343c	2617007	2618927	-	ratt	Simliar to Rv2343c of M. tuberculosis H37Rv
ErdFL_2438	dnaG	CDS	Rv2343c	2617007	2618927	-	ratt	Simliar to Rv2343c of M. tuberculosis H37Rv
ErdFL_2439	dgt	gene	Rv2344c	2618931	2620227	-	ratt	Simliar to Rv2344c of M. tuberculosis H37Rv
ErdFL_2439	dgt	CDS	Rv2344c	2618931	2620227	-	ratt	Simliar to Rv2344c of M. tuberculosis H37Rv
ErdFL_2440	ErdFL_2440	gene	Rv2345	2620295	2622278	+	ratt	Simliar to Rv2345 of M. tuberculosis H37Rv
ErdFL_2440	ErdFL_2440	CDS	Rv2345	2620295	2622278	+	ratt	Simliar to Rv2345 of M. tuberculosis H37Rv
ErdFL_2441	esxO	gene	Rv2346c	2622362	2622647	-	ratt	Simliar to Rv2346c of M. tuberculosis H37Rv
ErdFL_2441	esxO	CDS	Rv2346c	2622362	2622647	-	ratt	Simliar to Rv2346c of M. tuberculosis H37Rv
ErdFL_2442	esxP	gene	Rv2347c	2622697	2622994	-	ratt	Simliar to Rv2347c of M. tuberculosis H37Rv
ErdFL_2442	esxP	CDS	Rv2347c	2622697	2622994	-	ratt	Simliar to Rv2347c of M. tuberculosis H37Rv
ErdFL_2443	ErdFL_2443	gene	Rv2348c	2623128	2623455	-	ratt	Simliar to Rv2348c of M. tuberculosis H37Rv
ErdFL_2443	ErdFL_2443	CDS	Rv2348c	2623128	2623455	-	ratt	Simliar to Rv2348c of M. tuberculosis H37Rv
ErdFL_2444	plcC	gene	Rv2349c	2623646	2625173	-	ratt	Simliar to Rv2349c of M. tuberculosis H37Rv
ErdFL_2444	plcC	CDS	Rv2349c	2623646	2625173	-	ratt	Simliar to Rv2349c of M. tuberculosis H37Rv
ErdFL_2445	plcB	gene	Rv2350c	2625255	2626794	-	ratt	Simliar to Rv2350c of M. tuberculosis H37Rv
ErdFL_2445	plcB	CDS	Rv2350c	2625255	2626794	-	ratt	Simliar to Rv2350c of M. tuberculosis H37Rv
ErdFL_2446	plcA	gene	Rv2351c	2627011	2628550	-	ratt	Simliar to Rv2351c of M. tuberculosis H37Rv
ErdFL_2446	plcA	CDS	Rv2351c	2627011	2628550	-	ratt	Simliar to Rv2351c of M. tuberculosis H37Rv
ErdFL_2447	ErdFL_2447	gene		2629093	2629267	+	bakta	De novo annotation with bakta
ErdFL_2447	ErdFL_2447	CDS		2629093	2629267	+	bakta	De novo annotation with bakta
ErdFL_2448	PPE38	gene	Rv2352c	2629397	2630702	-	ratt	Simliar to Rv2352c of M. tuberculosis H37Rv
ErdFL_2448	PPE38	CDS	Rv2352c	2629397	2630702	-	ratt	Simliar to Rv2352c of M. tuberculosis H37Rv
ErdFL_2449	ErdFL_2449	gene		2634403	2636272	-	bakta	De novo annotation with bakta
ErdFL_2449	ErdFL_2449	CDS		2634403	2636272	-	bakta	De novo annotation with bakta
ErdFL_2450	pPE40	gene		2637009	2638857	-	bakta	De novo annotation with bakta
ErdFL_2450	pPE40	CDS		2637009	2638857	-	bakta	De novo annotation with bakta
ErdFL_2451	glyS	gene	Rv2357c	2638994	2640386	-	ratt	Simliar to Rv2357c of M. tuberculosis H37Rv
ErdFL_2451	glyS	CDS	Rv2357c	2638994	2640386	-	ratt	Simliar to Rv2357c of M. tuberculosis H37Rv
ErdFL_2452	smtB	gene	Rv2358	2640567	2640975	+	ratt	Simliar to Rv2358 of M. tuberculosis H37Rv
ErdFL_2452	smtB	CDS	Rv2358	2640567	2640975	+	ratt	Simliar to Rv2358 of M. tuberculosis H37Rv
ErdFL_2453	zur	gene	Rv2359	2640971	2641364	+	ratt	Simliar to Rv2359 of M. tuberculosis H37Rv
ErdFL_2453	zur	CDS	Rv2359	2640971	2641364	+	ratt	Simliar to Rv2359 of M. tuberculosis H37Rv
ErdFL_2454	ErdFL_2454	gene	Rv2360c	2641471	2641900	-	ratt	Simliar to Rv2360c of M. tuberculosis H37Rv
ErdFL_2454	ErdFL_2454	CDS	Rv2360c	2641471	2641900	-	ratt	Simliar to Rv2360c of M. tuberculosis H37Rv
ErdFL_2455	ErdFL_2455	gene	Rv2361c	2641899	2642790	-	ratt	Simliar to Rv2361c of M. tuberculosis H37Rv
ErdFL_2455	ErdFL_2455	CDS	Rv2361c	2641899	2642790	-	ratt	Simliar to Rv2361c of M. tuberculosis H37Rv
ErdFL_2456	recO	gene	Rv2362c	2642782	2643580	-	ratt	Simliar to Rv2362c of M. tuberculosis H37Rv
ErdFL_2456	recO	CDS	Rv2362c	2642782	2643580	-	ratt	Simliar to Rv2362c of M. tuberculosis H37Rv
ErdFL_2457	amiA2	gene	Rv2363	2643641	2645096	+	ratt	Simliar to Rv2363 of M. tuberculosis H37Rv
ErdFL_2457	amiA2	CDS	Rv2363	2643641	2645096	+	ratt	Simliar to Rv2363 of M. tuberculosis H37Rv
ErdFL_2458	era	gene	Rv2364c	2645092	2645995	-	ratt	Simliar to Rv2364c of M. tuberculosis H37Rv
ErdFL_2458	era	CDS	Rv2364c	2645092	2645995	-	ratt	Simliar to Rv2364c of M. tuberculosis H37Rv
ErdFL_2459	ErdFL_2459	gene	Rv2365c	2646068	2646410	-	ratt	Simliar to Rv2365c of M. tuberculosis H37Rv
ErdFL_2459	ErdFL_2459	CDS	Rv2365c	2646068	2646410	-	ratt	Simliar to Rv2365c of M. tuberculosis H37Rv
ErdFL_2460	ErdFL_2460	gene	Rv2366c	2646381	2647689	-	ratt	Simliar to Rv2366c of M. tuberculosis H37Rv
ErdFL_2460	ErdFL_2460	CDS	Rv2366c	2646381	2647689	-	ratt	Simliar to Rv2366c of M. tuberculosis H37Rv
ErdFL_2461	ErdFL_2461	gene	Rv2367c	2647685	2648234	-	ratt	Simliar to Rv2367c of M. tuberculosis H37Rv
ErdFL_2461	ErdFL_2461	CDS	Rv2367c	2647685	2648234	-	ratt	Simliar to Rv2367c of M. tuberculosis H37Rv
ErdFL_2462	phoH1	gene	Rv2368c	2648237	2649296	-	ratt	Simliar to Rv2368c of M. tuberculosis H37Rv
ErdFL_2462	phoH1	CDS	Rv2368c	2648237	2649296	-	ratt	Simliar to Rv2368c of M. tuberculosis H37Rv
ErdFL_2463	ErdFL_2463	gene	Rv2369c	2649267	2649570	-	ratt	Simliar to Rv2369c of M. tuberculosis H37Rv
